gen,ST0_MS_ID_2018_1,ST0_MS_ID_2019_1,ST0_MS_OR_2018_1,ST0_MS_OR_2019_1,ST0_MS_OR_2020_1,ST0_MS_WA_2018_1,ST0_MS_WA_2019_1,ST0_MS_WA_2019_2,ST0_MS_WA_2020_1,ST0_MS_WA_2020_2,ST0_MS_WA_2020_3,ST0_MS_WA_2020_4,ST0_MS_WA_2020_5,ST1_MS_ID_2018_1,ST1_MS_ID_2019_1,ST1_MS_OR_2018_1,ST1_MS_OR_2019_1,ST1_MS_OR_2020_1,ST1_MS_WA_2018_1,ST1_MS_WA_2019_1,ST1_MS_WA_2019_2,ST1_MS_WA_2020_1,ST1_MS_WA_2020_2,ST1_MS_WA_2020_3,ST1_MS_WA_2020_4,ST1_MS_WA_2020_5,ST3_MS_ID,ST3_MS_OR,ST3_MS_WA,ST4_MS,ST0_DM_ID_2018_1,ST0_DM_ID_2019_1,ST0_DM_OR_2018_1,ST0_DM_OR_2019_1,ST0_DM_OR_2020_1,ST0_DM_WA_2018_1,ST0_DM_WA_2019_1,ST0_DM_WA_2020_1,ST1_DM_ID_2018_1,ST1_DM_ID_2019_1,ST1_DM_OR_2018_1,ST1_DM_OR_2019_1,ST1_DM_OR_2020_1,ST1_DM_WA_2018_1,ST1_DM_WA_2019_1,ST1_DM_WA_2020_1,ST3_DM_ID,ST3_DM_OR,ST3_DM_WA,ST4_DM,ST0_PH_ID_2019_1,ST0_PH_OR_2018_1,ST0_PH_OR_2019_1,ST0_PH_OR_2019_2,ST0_PH_OR_2019_4,ST0_PH_OR_2020_2,ST0_PH_OR_2020_3,ST0_PH_WA_2018_1,ST0_PH_WA_2018_3,ST0_PH_WA_2019_1,ST0_PH_WA_2019_2,ST0_PH_WA_2019_3,ST0_PH_WA_2019_4,ST0_PH_WA_2019_5,ST0_PH_WA_2020_1,ST0_PH_WA_2020_2,ST0_PH_WA_2020_3,ST0_PH_WA_2020_4,ST0_PH_WA_2020_5,ST1_PH_ID_2019_1,ST1_PH_OR_2018_1,ST1_PH_OR_2019_1,ST1_PH_OR_2019_2,ST1_PH_OR_2019_4,ST1_PH_OR_2020_2,ST1_PH_OR_2020_3,ST1_PH_WA_2018_1,ST1_PH_WA_2018_3,ST1_PH_WA_2019_1,ST1_PH_WA_2019_2,ST1_PH_WA_2019_3,ST1_PH_WA_2019_4,ST1_PH_WA_2019_5,ST1_PH_WA_2020_1,ST1_PH_WA_2020_2,ST1_PH_WA_2020_3,ST1_PH_WA_2020_4,ST1_PH_WA_2020_5,ST3_PH_ID,ST3_PH_OR,ST3_PH_WA,ST4_PH,ST0_Yi_ID_2018_1,ST0_Yi_ID_2018_2,ST0_Yi_ID_2018_3,ST0_Yi_ID_2019_1,ST0_Yi_ID_2019_2,ST0_Yi_ID_2019_3,ST0_Yi_ID_2019_4,ST0_Yi_OR_2018_1,ST0_Yi_OR_2018_2,ST0_Yi_OR_2018_3,ST0_Yi_OR_2019_1,ST0_Yi_OR_2019_2,ST0_Yi_OR_2019_3,ST0_Yi_OR_2019_4,ST0_Yi_OR_2020_1,ST0_Yi_OR_2020_2,ST0_Yi_OR_2020_3,ST0_Yi_OR_2020_4,ST0_Yi_WA_2018_1,ST0_Yi_WA_2018_2,ST0_Yi_WA_2018_3,ST0_Yi_WA_2019_1,ST0_Yi_WA_2019_2,ST0_Yi_WA_2019_3,ST0_Yi_WA_2019_4,ST0_Yi_WA_2019_5,ST0_Yi_WA_2020_1,ST0_Yi_WA_2020_2,ST0_Yi_WA_2020_3,ST0_Yi_WA_2020_4,ST0_Yi_WA_2020_5,ST1_Yi_ID_2018_1,ST1_Yi_ID_2018_2,ST1_Yi_ID_2018_3,ST1_Yi_ID_2019_1,ST1_Yi_ID_2019_2,ST1_Yi_ID_2019_3,ST1_Yi_ID_2019_4,ST1_Yi_OR_2018_1,ST1_Yi_OR_2018_2,ST1_Yi_OR_2018_3,ST1_Yi_OR_2019_1,ST1_Yi_OR_2019_2,ST1_Yi_OR_2019_3,ST1_Yi_OR_2019_4,ST1_Yi_OR_2020_1,ST1_Yi_OR_2020_2,ST1_Yi_OR_2020_3,ST1_Yi_OR_2020_4,ST1_Yi_WA_2018_1,ST1_Yi_WA_2018_2,ST1_Yi_WA_2018_3,ST1_Yi_WA_2019_1,ST1_Yi_WA_2019_2,ST1_Yi_WA_2019_3,ST1_Yi_WA_2019_4,ST1_Yi_WA_2019_5,ST1_Yi_WA_2020_1,ST1_Yi_WA_2020_2,ST1_Yi_WA_2020_3,ST1_Yi_WA_2020_4,ST1_Yi_WA_2020_5,ST3_Yi_ID,ST3_Yi_OR,ST3_Yi_WA,ST4_Yi,ST0_R_FD_ID_2019_4,ST0_R_FD_WA_2018_3,ST0_R_FD_WA_2019_5,ST0_R_FD_OR_2018_3,ST0_R_FD_OR_2019_4,ST0_R_FD_OR_2020_4,ST1_R_FD_ID_2019_4,ST1_R_FD_OR_2018_3,ST1_R_FD_OR_2019_4,ST1_R_FD_OR_2020_4,ST1_R_FD_WA_2018_3,ST1_R_FD_WA_2019_5,ST3_R_FD_ID,ST3_R_FD_OR,ST3_R_FD_WA,ST4_R_FD
115,3.055,2.378,1.964,3.341,3.883,4.263,2.813,2.515,3.71,2.663,4.262,3.938,2.184,3.655,3.024,1.628,2.856,3.477,3.975,2.616,2.283,3.471,2.537,3.98,3.764,1.945,2.694,3.107,3.264,3.14,21.82,18.663,21.022,20.505,24.287,21.923,15.586,18.518,21.8,18.637,20.907,20.501,23.634,21.831,15.744,18.6,20.218,21.681,18.725,20.207,33.033,22.174,32.482,28.224,19.672,23.793,23.263,24.519,25.834,30.501,16,16.931,13.914,18.151,20.375,14.631,16.908,18.052,12.548,29.024,21.107,30.898,26.639,18.312,22.387,22.357,28.621,28.35,33.092,20.812,21.684,19.238,22.04,27.483,20.276,22.599,23.45,17.327,32.662,24.928,18.798,21.464,3.156,4.888,1.84,6.858,6.007,4.182,4.073,3.439,5.804,3.079,5.895,4.021,4.161,2.639,5.863,2.122,3.242,2.654,4.871,4.184,2.977,6.383,3.797,3.174,2.744,2.743,4.478,1.661,2.382,3.13,0.319,3.194,4.776,1.886,6.877,5.971,4.225,4.034,3.295,5.554,2.883,5.827,3.878,3.808,2.581,5.711,2.123,3.103,2.454,4.667,4.064,2.401,6.077,3.486,2.974,2.708,2.214,4.823,2.258,2.792,3.573,0.847,4.386,3.903,3.18,3.709,6.088,4.385,9.846,42.487,48.942,60.125,16.11,25.34,32.44,39.073,13.684,17.154,6.477,49.335,8.002,28.414
116,2.989,2.452,2.373,3.21,3.595,2.421,2.575,1.624,3.26,2.661,3.22,3.787,2.238,3.456,3.074,1.943,2.737,3.157,2.355,2.435,1.481,3.051,2.465,3.052,3.573,2.038,2.62,3.066,2.749,2.802,20.792,18.541,20.49,20.373,21.109,20.229,16.297,18.88,20.779,18.35,20.475,20.339,21.143,20.477,16.369,18.85,19.564,20.652,18.565,19.598,32.036,22.507,28.759,25.595,18.557,18.954,21.553,23.224,19.736,32.716,15.634,16.037,15.634,15.013,26.011,12.85,18.136,20.361,13.453,27.759,21.011,27.503,24.307,17.22,17.876,20.821,28.073,24.323,36.215,20.383,21.028,20.473,20.703,30.55,19.198,23.11,25.419,17.414,31.396,22.768,18.958,20.816,4.046,5.761,1.492,5.994,7.082,4.767,2.136,4.074,5.095,3.16,6.126,4.592,3.128,3.334,5.194,2.276,2.791,1.579,3.343,3.878,2.113,4.711,2.146,3.74,2.748,2.404,6.431,3.241,3.52,4.306,1.035,3.832,5.42,1.555,6.494,6.816,4.805,2.423,3.913,4.946,2.983,5.992,4.381,3.294,3.128,5.094,2.166,2.68,1.504,3.658,4.028,2.34,4.991,2.642,3.616,2.885,2.575,6.537,3.398,3.47,4.465,1.199,4.44,3.8,3.405,3.779,6.174,9.576,7.395,29.159,41.795,22.285,15.927,12.149,23.427,10.362,16.368,15.292,6.295,32.363,8.412,20.035
117,2.121,1.854,2.247,2.991,4.006,4.958,2.489,2.201,3.038,2.236,3.869,3.894,2.003,2.791,2.59,1.808,2.528,3.548,4.474,2.354,2.001,2.985,2.201,3.667,3.716,1.778,2.045,3.081,3.089,2.927,22.332,16.937,20.276,19.757,21.238,24.843,16.542,19.082,22.131,17.057,20.226,19.774,21.378,24.004,16.654,18.99,19.594,20.459,19.883,20.027,32.019,25.991,30.591,27.135,19.009,22.532,28.999,22.147,15.077,23.695,16.35,15.958,14.691,14.556,21.559,14.511,18.53,22.788,12.465,27.884,23.492,29.43,25.696,17.858,21.306,27.223,26.975,20.64,28.887,21.069,20.796,19.615,20.348,27.364,19.997,23,27.607,17.514,31.521,25.479,17.868,20.99,3.2,2.015,2.76,7.324,6.095,5.808,4.191,5.462,6.674,3.999,6.525,4.718,3.864,2.489,5.445,2.805,3.609,2.265,5.757,3.972,2.407,5,3.36,3.143,2.193,1.701,5.886,2.078,2.688,3.46,0.751,3.229,2.246,2.735,7.408,6.281,5.807,4.134,5.236,6.272,3.621,6.535,4.547,3.723,2.562,5.419,2.669,3.451,2.166,5.386,4.045,2.238,5.211,3.275,2.997,2.345,1.994,5.903,2.497,2.832,3.801,0.851,4.511,4.356,3.218,3.914,6.696,6.756,8.71,40.37,51.445,49.597,16.709,23.19,34.255,32.187,14.821,16.495,7.076,46.928,8.24,27.39
118,1.285,2.466,1.516,2.7,3.882,4.101,2.489,1.965,2.859,2.566,3.898,3.7,2.166,1.996,3.1,1.305,2.261,3.471,3.736,2.34,1.785,2.826,2.391,3.666,3.533,1.913,1.903,2.799,2.966,2.764,20.504,17.394,20.941,21.525,22.552,18.981,16.351,19.158,20.531,17.433,20.799,21.42,22.394,19.531,16.401,19.093,18.982,21.538,18.342,19.7,34.448,24.403,34.44,25.919,24.907,19.175,26.628,20.67,15.085,22.916,13.85,16.356,14.131,13.36,23.824,16.965,18.383,18.486,12.168,30.228,22.954,32.52,24.798,23.118,18.751,25.32,26.112,20.564,28.044,19.219,20.989,19.167,19.84,28.175,21.807,22.843,23.654,17.425,33.865,25.889,17.37,20.929,1.966,4,2.474,7.032,6.282,4.939,3.66,4.566,5.495,2.714,6.839,4.206,3.429,3.155,5.612,2.539,3.525,2.683,4.56,3.764,2.126,5.784,2.879,2.524,1.883,2.245,4.838,2.936,2.574,2.851,1.028,2.047,3.998,2.507,7.057,6.244,4.972,3.666,4.391,5.293,2.595,6.514,4.068,3.453,2.944,5.493,2.49,3.371,2.489,4.502,3.841,2.229,5.677,2.957,2.842,2.24,2.122,5.093,2.744,2.771,3.468,1.145,4.318,4.074,3.084,3.714,6.888,5.975,10.652,36.484,62.578,60.266,16.847,19.479,45.187,42.322,14.456,17.786,7.215,52.713,8.703,30.46
119,0.947,2.081,3.253,1.912,3.826,3.96,2.492,2.657,3.661,2.648,3.163,4.451,1.528,1.702,2.776,2.629,1.562,3.378,3.686,2.398,2.376,3.431,2.494,3.089,4.185,1.389,1.594,2.976,3.073,2.823,22.168,15.387,19.902,19.035,20.065,23.797,15.933,18.644,21.913,15.772,19.842,19.059,20.397,23.321,16.037,18.566,18.843,19.766,19.308,19.363,28.763,26.269,23.441,29.328,17.397,24.226,25.092,19.796,15.095,26.792,15.5,15.987,16.948,15.312,22.679,14.123,21.088,23.599,11.79,25.093,23.418,22.99,27.048,16.257,22.695,23.765,25.598,20.903,31.008,20.528,21.1,21.508,21.253,27.999,19.913,24.483,28.351,17.261,28.731,24.007,18.376,20.699,3.479,3.959,1.478,5.876,6.174,4.881,4.363,3.96,5.292,3.11,5.749,4.282,4.517,2.714,4.695,3.058,4.114,2.057,3.003,3.356,1.956,4.224,2.297,2.62,1.308,1.53,5.394,2.188,2.617,3.361,-0.306,3.404,3.905,1.608,6.102,6.207,4.916,4.243,3.804,5.121,2.916,5.849,4.13,4.063,2.621,4.653,2.812,3.893,1.954,3.61,3.55,2.017,4.592,2.547,2.689,1.831,1.885,5.344,2.257,2.524,3.589,0.299,4.303,3.958,2.707,3.511,10.049,9.019,11.982,39.838,44.243,54.542,19.227,22.775,27.714,34.653,17.443,19.024,9.594,45.431,10.815,27.92
120,2.392,2.341,2.591,2.415,3.802,3.846,2.67,2.445,4.081,2.855,4.079,4.421,NA,3.021,2.996,2.104,2,3.448,3.694,2.515,2.204,3.765,2.66,3.86,4.188,1.448,2.363,2.971,3.462,3.156,20.099,18.816,21.023,21.017,24.941,21.666,16.469,19.092,20.194,18.644,20.961,20.982,24.257,21.66,16.538,19.096,19.419,22.067,19.098,20.292,28.432,19.074,29.311,28.934,19.396,24.955,20.477,23.65,25.854,23.513,13.1,17.269,13.773,18.795,22.392,18.302,19.087,24.344,NA,24.812,19.043,28.113,27.104,18.074,23.411,19.935,27.97,28.414,30.221,18.754,22.03,19.262,22.47,28.147,22.91,23.644,29.031,17.784,28.45,23.925,19.855,21.689,2.802,2.428,1.564,7.829,6.522,4.853,4.864,3.306,4.176,2.039,7.321,3.812,3.433,3.248,6.607,2.801,3.655,2.647,5.081,3.208,2.199,4.671,2.707,2.7,2.289,1.989,4.451,1.54,2.166,2.86,0.06,2.922,2.625,1.666,7.664,6.412,4.887,4.597,3.172,4.136,2.084,6.944,3.723,3.414,2.974,6.417,2.614,3.483,2.447,4.842,3.428,2.042,4.81,2.75,2.619,2.317,1.839,4.689,1.903,2.404,3.319,0.524,4.359,3.921,2.765,3.535,9.676,2.631,10.134,32.836,50.262,61.601,18.548,15.859,33.733,40.674,12.554,17.189,8.916,47.139,7.454,27.54
121,2.643,2.267,2.595,3.332,3.949,3.583,2.666,2.409,3.359,3.421,4.706,4.091,2.445,3.241,2.933,2.129,2.858,3.483,3.448,2.509,2.22,3.188,3.167,4.412,3.892,2.205,2.441,3.276,3.323,3.176,19.865,18.092,21.071,17.859,22.808,21.207,17.233,18.336,19.953,17.925,20.872,17.967,22.429,21.27,17.196,18.365,18.939,20.423,18.943,19.497,29.485,22.913,38.716,30.221,20.239,19.478,28.132,24.291,27.736,30.823,17.134,21.873,17.478,19.751,23.606,19.893,20.041,21.765,13.452,25.712,21.838,36.672,28.721,19.174,18.61,26.75,29.212,30.834,35.487,22.148,26.337,22.479,24.421,30.017,24.56,25.071,26.849,18.389,29.35,26.606,21.368,23.442,1.1,3.368,3.273,6.374,5.573,4.901,3.366,3.397,4.97,2.421,4.543,4.414,4.388,2.633,5.956,2.383,2.654,2.27,3.224,3.926,2.4,4.403,2.758,3.989,3.209,2.799,6.041,4.084,3.985,4.866,1.675,1.792,3.411,3.159,6.52,5.601,4.917,3.384,3.252,4.805,2.293,4.68,4.223,3.977,2.565,5.801,2.287,2.558,2.118,3.533,4.084,2.737,4.707,3.107,3.947,3.334,3.096,6.238,4.124,3.909,4.756,1.876,4.075,3.661,3.685,3.765,7.347,15.579,12.495,41.741,47.623,44.505,17.756,24.664,30.473,27.918,22.198,19.748,8.124,44.735,13.555,28.24
122,2.046,1.981,2.643,2.503,3.678,4.061,3.168,2.827,3.088,2.596,3.535,4.017,1.905,2.726,2.692,2.202,2.117,3.271,3.774,2.899,2.602,2.95,2.442,3.351,3.801,1.752,2.063,2.983,3.139,2.937,18.659,16.633,20.433,18.743,20.527,22.202,15.319,19.91,18.949,16.74,20.208,18.827,20.804,22.023,15.522,19.669,17.845,19.947,19.072,19.093,29.422,21.137,29.867,32.422,18.924,28.229,22.772,22.413,23.593,28.777,13.99,14.929,14.615,14.769,24.201,17.171,17.137,27.771,11.641,25.647,20.554,29.114,29.697,17.635,26.112,22.095,27.615,26.864,33.549,19.215,20.051,19.558,20.392,29.839,22.029,22.428,32.486,16.285,29.285,25.513,19.243,21.752,2.713,3.433,2.217,7.398,5.86,5.162,4.519,3.414,5.111,3.522,6.11,4.561,3.766,2.991,5.381,3.363,4.272,2.686,4.889,4.896,2.608,5.46,3.072,2.734,2.931,1.95,6.316,2.63,2.957,4.002,0.684,2.939,3.478,2.276,7.382,6.058,5.174,4.399,3.283,4.968,3.298,6.149,4.423,3.687,2.929,5.321,3.142,4.039,2.546,4.877,4.793,2.52,5.529,3.19,3.029,2.837,2.26,6.243,2.875,3.065,4.037,0.994,4.492,4.137,3.439,3.924,10.367,10.477,9.534,38.918,44.074,63.158,19.059,21.856,28.049,40.642,17.84,17.494,9.427,47.233,10.249,28.604
123,2.274,2.312,2.858,3.084,3.74,3.538,2.624,2.27,3.066,2.814,3.365,3.921,1.95,2.911,2.961,2.339,2.625,3.3,3.318,2.451,2.095,2.96,2.62,3.233,3.693,1.802,2.29,3.208,2.964,2.917,20.359,17.94,23.143,18.919,22.032,18.83,14.015,19.424,20.393,17.781,22.423,19.025,21.966,19.029,14.244,19.086,19.087,21.138,17.453,19.243,28.624,19.541,32.437,26.659,17.435,28.737,22.861,19.168,21.09,33.896,16.6,19.53,19.044,20.239,26.01,16.295,19.162,24.823,13.485,24.952,19.626,30.706,25.503,16.406,26.697,21.953,25.951,25.835,36.379,21.597,24.149,23.496,24.249,30.815,22.048,24.438,29.648,18.287,28.59,24.794,20.625,22.361,2.984,3.096,2.064,7.979,5.832,4.328,3.672,3.449,4.993,2.894,5.466,4.01,3.084,3.236,5.257,2.39,2.925,2.364,2.597,5.185,3.426,4.86,3.947,4.416,3.312,2.873,8.024,4.338,4.751,4.765,1.233,3.111,3.195,2.087,7.799,5.851,4.383,3.651,3.308,4.837,2.687,5.425,3.875,3.226,2.97,5.188,2.327,2.826,2.191,3.482,4.973,3.129,5.028,3.895,4.262,3.501,3.334,7.656,4.555,4.322,4.956,1.681,4.259,3.689,4.095,3.988,8.439,18.444,12.547,34.361,44.028,49.211,18.323,17.474,27.17,30.397,23.596,19.802,8.69,42.064,14.281,27.241
124,2.628,2.555,2.053,3.977,4.287,4.451,3.031,2.238,3.506,2.471,3.921,3.598,2.176,3.252,3.179,1.69,3.413,3.616,4.108,2.774,2.049,3.326,2.391,3.712,3.464,1.939,2.57,3.36,3.163,3.117,21.321,14.674,17.522,19.432,20.86,22.7,13.088,18.841,21.22,15.047,17.809,19.399,20.922,22.364,13.376,18.594,18.133,19.377,18.111,18.591,26.235,21.638,26.755,24.496,15.368,25.907,19.753,22.544,11.842,24.114,14.25,13.149,14.136,14.168,18.871,15.062,16.338,27.405,11.52,22.814,20.564,25.779,23.166,14.158,24.076,19.39,26.909,18.118,29.191,19.189,18.495,18.88,19.643,25.947,20.14,21.492,31.787,16.462,26.452,22.5,17.238,19.385,3.843,8.271,NA,7.057,5.983,4.803,2.758,3.023,5.57,2.208,6.116,3.651,3.088,2.486,6.945,2.205,2.11,1.658,2.973,4.251,2.044,2.93,1.99,3.034,1.567,1.57,3.65,1.875,2.621,4.107,0.805,3.659,7.776,1.733,7.084,5.915,4.832,2.793,2.912,5.341,2.048,6.047,3.496,3.153,2.289,6.688,1.963,2.127,1.508,3.393,4.067,1.934,3.471,2.221,2.796,1.965,1.998,4.339,2.052,2.527,3.917,0.899,5.306,3.572,2.618,3.505,7.513,12.374,4.968,27.112,38.414,29.79,16.837,10.177,20.407,14.275,17.521,13.894,7.205,32.004,8.29,19.966
125,0.944,1.981,2.013,2.91,3.915,3.265,2.569,1.16,3.372,2.254,3.644,3.922,0.92,1.696,2.691,1.593,2.444,3.467,3.118,2.382,1.022,3.21,2.081,3.534,3.724,0.766,1.548,2.954,2.672,2.564,21.969,14.646,19.797,20.201,21.612,21.84,15.733,14.791,21.717,15.173,19.778,20.085,21.571,21.808,15.682,15.516,18.445,20.478,17.668,18.916,28.011,23.987,37.816,20.71,11.079,18.957,21.952,20.285,17.089,24.154,11.6,11.923,10.135,12.109,20.618,16.27,13.891,12.986,8.337,24.412,21.34,36.286,19.489,9.805,17.534,20.769,25.288,21.122,28.403,16.607,16.756,15.108,17.131,26.043,20.224,19.321,18.535,13.402,28.049,22.182,14.879,17.878,3.657,5.556,0.679,8.054,4.942,4.131,1.822,4.2,5.059,1.784,6.849,3.264,3.101,3.362,7.053,1.613,2.934,1.255,3.877,3.532,1.481,4.288,2.536,2.283,3.299,1.209,2.499,1.444,1.811,2.845,0.028,3.433,5.143,0.876,7.885,5.148,4.206,1.985,4.035,4.89,1.635,6.665,3.122,3.096,3.113,6.834,1.49,2.779,1.152,3.977,3.505,1.596,4.405,2.433,2.355,2.793,1.699,3.467,1.49,2.082,3.264,0.285,4.059,3.684,2.447,3.25,6.401,5.394,4.646,22.525,24.513,9.998,15.42,5.52,6.48,-3.165,12.62,12.712,5.787,19.995,5.248,12.712
126,2.924,2.907,2.325,2.394,3.932,4.429,3.223,2.083,3.367,2.624,3.949,3.717,2.039,3.456,3.468,1.911,2.002,3.479,4.024,2.935,1.916,3.231,2.509,3.719,3.564,1.818,2.816,2.918,3.157,3.049,21.269,15.325,18.073,17.334,21.21,21.281,16.161,16.902,21.146,15.572,18.269,17.449,20.958,21.28,16.092,17.152,18.359,18.892,18.175,18.49,27.902,20.39,33.327,27.412,16.167,20.65,23.532,20.129,16.092,28.409,10.6,14.401,14.349,13.051,21.955,14.714,15.616,19.675,8.916,24.353,19.617,31.745,25.619,14.784,19.28,22.346,25.93,21.047,32.126,16.27,19.148,18.751,18.832,28.057,19.756,21.068,24.764,14.099,27.991,23.544,16.705,19.458,2.222,3.367,0.679,6.919,4.737,4.443,2.257,3.977,5.185,2.831,5.611,3.518,4.166,2.23,7.676,1.858,3.025,1.163,2.986,4.526,1.782,5.673,2.154,3.539,2.81,1.899,5.973,2.287,3.609,4.315,-0.022,2.454,3.382,0.795,7.13,5.116,4.492,2.383,3.814,5.024,2.509,5.721,3.375,3.768,2.08,7.425,1.694,2.865,1.057,3.603,4.355,2.041,5.628,2.46,3.302,2.843,2.361,6.115,2.705,3.128,4.369,0.532,3.642,3.732,3.223,3.498,5.447,6.458,8.449,24.826,41.593,29.544,15.506,7.917,23.973,15.088,14.063,15.564,5.874,32.71,7.396,19.799
127,2.301,2.56,2.91,3.163,4.327,4.567,2.992,1.688,3.647,2.597,4.015,3.404,1.581,2.942,3.177,2.29,2.69,3.717,4.225,2.75,1.553,3.473,2.472,3.816,3.317,1.387,2.414,3.352,3.067,3.032,21.635,18.809,18.08,18.41,22.336,22.487,16.984,16.925,21.467,18.414,18.349,18.503,22.009,22.282,16.921,17.215,19.941,19.62,18.806,19.395,27.648,26.52,33.833,24.644,18.375,35.706,29.951,19.06,12.834,24.718,12.75,12.98,17.076,15.355,25.658,15.982,16.03,18.472,11.03,24.203,23.941,32.33,23.86,17.231,32.851,28.167,25.403,18.968,29.285,18.345,18.575,21.095,20.291,29.29,21.091,21.747,23.644,16.385,27.841,27.708,17.06,20.99,3.05,2.465,0.429,8.176,6.335,5.024,4.064,4.005,4.707,2.862,6.295,4.796,4.429,3.515,7.475,3.547,3.954,2.994,4.247,3.81,1.966,2.837,1.917,2.9,1.743,1.254,5.459,2.395,3.243,5.02,1.585,3.142,2.703,0.727,8.059,6.432,5.06,4.053,3.849,4.625,2.761,6.274,4.636,4.081,3.241,7.246,3.295,3.776,2.782,4.404,3.954,2.268,3.561,2.479,3.022,2.15,2.124,5.663,2.757,2.954,4.368,1.41,4.274,4.39,3.044,3.799,5.851,10.314,5.171,31.92,48.003,43.672,15.787,14.896,30.595,26.604,16.085,14.075,6.155,41.082,7.662,24.121
128,1.696,2.523,2.781,2.467,3.925,4.619,2.638,1.455,3.868,3.095,4.201,3.039,1.647,2.373,3.144,2.268,2.052,3.445,4.228,2.504,1.354,3.6,2.811,3.954,2.964,1.441,2.113,3.042,3.05,2.904,20.986,16.444,18.297,22.67,23.811,21.066,16.231,19.393,20.968,16.723,18.708,22.39,23.408,21.168,16.293,19.316,18.845,21.502,18.926,19.872,31.917,21.181,33.891,26.046,16.139,23.521,26.398,24.828,11.835,25.365,13.35,13.459,11.976,14.35,25.441,15.257,16.701,23.393,11.812,28.005,20.257,32.473,24.86,14.919,22.005,25.002,28.809,18.13,30.956,18.378,18.59,17.114,19.37,29.897,20.269,21.755,28.167,15.957,31.643,24.564,17.333,20.37,4.837,6.913,1.981,8.102,7.535,4.402,2.712,3.243,6.145,1.987,7.245,4.279,3.487,2.677,7.583,1.344,2.593,1.925,4.413,3.127,1.48,5.358,2.127,2.69,1.833,2.112,5.184,1.506,1.875,4.11,1.405,4.397,6.444,1.975,8.109,7.259,4.466,2.777,3.118,5.872,1.894,7.051,4.084,3.407,2.436,7.352,1.425,2.5,1.717,4.452,3.417,1.658,5.405,2.314,2.647,2.041,1.688,5.41,1.869,2.424,3.961,0.996,5.024,3.87,2.826,3.693,7.451,6.469,8.351,39.752,40.867,40.438,17.003,22.586,23.835,23.284,14.758,16.141,7.37,40.285,8.032,24.048
129,2.144,2.277,2.78,3.043,4.06,4.254,2.998,2.118,3.081,2.88,3.91,4.947,NA,2.811,2.926,2.224,2.583,3.584,3.995,2.751,1.945,3.047,2.706,3.71,4.637,1.707,2.222,3.25,3.448,3.194,22.313,14.829,22.895,20.474,22.236,23.138,20.21,20.774,22.296,14.964,22.475,20.469,22.173,22.91,19.907,20.506,18.63,21.706,21.108,20.713,31.384,22.394,32.193,24.699,18.166,22.193,25.023,20.348,17.094,23.459,15.15,13.25,13.413,15.008,18.425,14.92,17.744,20.696,NA,27.278,21.368,30.569,23.435,16.845,20.784,23.643,25.519,21.786,28.007,19.988,18.637,18.417,19.95,25.341,20.09,22.234,25.56,17.365,30.915,24.086,17.371,20.362,3.006,3.602,2.661,8.105,6.503,5.581,3.587,4.079,5.875,3.223,7.144,3.991,3.055,3.209,5.025,2.014,3.27,2.452,3.935,4.569,1.811,4.699,3.666,2.041,1.865,1.226,2.703,0.515,1.826,3.691,0.702,3.046,3.621,2.69,7.936,6.403,5.611,3.557,3.918,5.625,3.014,6.908,3.866,3.221,2.867,4.943,2.033,3.131,2.246,4.099,4.253,1.738,4.783,3.193,2.187,1.942,1.481,3.436,1.092,1.948,3.42,0.696,4.657,3.954,2.517,3.51,9.082,5.681,8.745,42.655,44.924,37.514,18.155,25.456,27.5,22.455,14.479,16.526,8.522,42.188,8.085,25.209
130,2.153,2.423,2.423,3.447,3.61,4.285,3.054,2.455,3.522,2.719,4.106,4.223,NA,2.808,3.061,2.018,2.969,3.342,3.985,2.817,2.242,3.36,2.586,3.855,3.989,1.708,2.289,3.23,3.454,3.204,20.909,19.872,18.489,20.347,23.905,21.64,17.969,18.823,20.897,19.416,18.819,20.343,23.479,21.664,17.903,18.889,20.157,20.881,19.485,20.176,26.086,20.615,31.763,27.494,20.408,20.247,23.933,23.574,13.818,24.329,14.35,13.289,14.746,15.263,20.999,15.459,14.265,22.449,NA,22.679,20.045,30.408,25.875,18.875,19.054,22.81,27.684,19.582,29.436,19.339,18.679,19.338,20.088,27.21,20.552,20.767,27.251,16.427,26.317,24.156,17.771,20.374,1.944,3.425,1.354,9.07,6.619,4.708,4.082,4.495,5.717,2.303,6.892,4.748,3.458,2.728,7.197,1.959,3.473,2.223,NA,3.429,1.664,4.26,2.085,3.12,1.981,1.5,4.099,1.371,2.091,4.27,0.982,2.291,3.453,1.436,8.874,6.631,4.765,4.003,4.326,5.528,2.192,6.819,4.549,3.435,2.544,7.011,1.879,3.309,2.028,4.38,3.616,1.765,4.592,2.345,2.709,2.108,1.676,4.838,1.879,2.43,3.977,0.797,4.456,4.121,2.609,3.594,4.934,8.897,8.37,31.806,49.118,51.404,15.141,14.809,32.035,32.797,15.751,16.059,5.509,43.597,8.487,25.546
